Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
5492,11,459,Massage,Best home service ever.,2024-02-23
5493,13,462,Massage,Best home service ever.,2024-02-28
5494,1,176,Facial,"First time trying, was okay.",2024-02-27
5495,2,129,Nail Care,Good value for money.,2024-02-03
5496,1,71,Facial,Easy to book.,2024-02-28
5497,2,78,Nail Care,Too expensive for what it is.,2023-12-17
5498,10,276,Wellness Package,Highly recommend the wellness package.,2024-02-17
5499,19,224,Wellness Package,Best home service ever.,2024-02-25
5500,1,175,Wellness Package,"First time trying, was okay.",2024-03-01
5501,17,282,Massage,Absolutely incredible service!,2024-02-17
5502,2,103,Facial,Good value for money.,2024-01-20
5503,1,67,Nail Care,Too expensive for what it is.,2023-12-05
5504,1,122,Nail Care,Easy to book.,2024-02-27
5505,1,173,Yoga Session,"First time trying, was okay.",2024-02-26
5506,8,249,Wellness Package,Highly recommend the wellness package.,2024-02-27
5507,18,351,Wellness Package,Absolutely incredible service!,2024-02-29
5508,4,98,Facial,Very convenient.,2024-02-14
5509,1,88,Nail Care,"First time trying, was okay.",2024-02-26
5510,5,105,Massage,Very convenient.,2024-01-23
5511,3,120,Facial,Great experience.,2024-01-17
5512,1,93,Facial,Too expensive for what it is.,2023-12-29
5513,2,82,Facial,Not worth the price.,2023-12-26
5514,2,85,Nail Care,Not worth the price.,2023-12-08
5515,1,77,Wellness Package,"First time trying, was okay.",2024-02-29
5516,2,70,Nail Care,Not worth the price.,2023-12-29
5517,1,187,Wellness Package,"First time trying, was okay.",2024-03-01
5518,1,165,Facial,Liked the service.,2024-02-27
5519,1,62,Facial,Not worth the price.,2023-12-08
5520,8,301,Wellness Package,Highly recommend the wellness package.,2024-02-18
5521,1,94,Facial,Not worth the price.,2023-12-19
5522,13,202,Massage,Absolutely incredible service!,2024-02-28
5523,15,476,Massage,Highly recommend the wellness package.,2024-02-27
5524,1,74,Nail Care,Not worth the price.,2023-12-08
5525,1,161,Nail Care,"First time trying, was okay.",2024-02-26
5526,3,113,Facial,Very convenient.,2024-01-11
5527,1,82,Massage,"First time trying, was okay.",2024-02-29
5528,1,89,Nail Care,Not worth the price.,2023-12-12
5529,2,85,Nail Care,Too expensive for what it is.,2024-01-01
5530,9,202,Wellness Package,Absolutely incredible service!,2024-02-20
5531,1,76,Nail Care,Not worth the price.,2023-12-20
5532,3,81,Nail Care,Great experience.,2024-02-03
5533,1,168,Yoga Session,Easy to book.,2024-02-29
5534,1,169,Facial,Easy to book.,2024-02-27
5535,5,139,Facial,Great experience.,2024-01-17
5536,12,234,Massage,Best home service ever.,2024-02-17
5537,3,138,Massage,Good value for money.,2024-01-24
5538,1,88,Wellness Package,Liked the service.,2024-02-26
5539,10,499,Massage,Absolutely incredible service!,2024-02-18
5540,10,480,Massage,Highly recommend the wellness package.,2024-02-26
5541,1,82,Yoga Session,"First time trying, was okay.",2024-02-28
5542,1,75,Facial,Not worth the price.,2023-12-03
5543,1,112,Yoga Session,Liked the service.,2024-02-26
5544,1,119,Wellness Package,Easy to book.,2024-02-27
5545,17,457,Wellness Package,Absolutely incredible service!,2024-02-25
5546,16,335,Massage,Absolutely incredible service!,2024-02-27
5547,4,116,Massage,Good value for money.,2024-01-10
5548,1,174,Facial,Easy to book.,2024-02-29
5549,12,233,Wellness Package,Best home service ever.,2024-02-22
5550,19,250,Wellness Package,Highly recommend the wellness package.,2024-02-20
5551,19,356,Massage,Absolutely incredible service!,2024-02-26
5552,1,184,Yoga Session,Liked the service.,2024-02-27
5553,2,52,Facial,The pro was late.,2023-12-26
5554,1,167,Yoga Session,"First time trying, was okay.",2024-02-27
5555,8,451,Wellness Package,Absolutely incredible service!,2024-02-29
5556,5,113,Facial,Great experience.,2024-01-29
5557,1,112,Nail Care,"First time trying, was okay.",2024-02-26
5558,1,72,Yoga Session,Easy to book.,2024-02-26
5559,3,85,Massage,Great experience.,2024-01-31
5560,8,313,Massage,Best home service ever.,2024-02-21
5561,1,130,Facial,"First time trying, was okay.",2024-02-26
5562,2,65,Nail Care,The pro was late.,2023-12-16
5563,2,119,Nail Care,Very convenient.,2024-02-03
5564,10,412,Wellness Package,Absolutely incredible service!,2024-02-21
5565,2,54,Facial,Too expensive for what it is.,2023-12-08
5566,17,220,Massage,Absolutely incredible service!,2024-02-28
5567,10,463,Wellness Package,Best home service ever.,2024-02-26
5568,15,382,Wellness Package,Best home service ever.,2024-02-26
5569,1,71,Facial,Not worth the price.,2023-12-21
5570,1,182,Wellness Package,Liked the service.,2024-02-27
5571,1,151,Massage,"First time trying, was okay.",2024-02-27
5572,4,83,Facial,Very convenient.,2024-01-10
5573,15,276,Massage,Highly recommend the wellness package.,2024-03-01
5574,1,127,Wellness Package,Easy to book.,2024-03-01
5575,2,82,Nail Care,The pro was late.,2023-12-06
5576,1,171,Yoga Session,Liked the service.,2024-02-27
5577,2,95,Nail Care,Great experience.,2024-02-04
5578,1,150,Yoga Session,Easy to book.,2024-03-01
5579,1,113,Nail Care,"First time trying, was okay.",2024-02-29
5580,16,436,Wellness Package,Absolutely incredible service!,2024-02-19
5581,1,153,Massage,Liked the service.,2024-02-28
5582,2,94,Massage,Very convenient.,2024-02-10
5583,16,444,Wellness Package,Highly recommend the wellness package.,2024-03-01
5584,3,111,Nail Care,Good value for money.,2024-01-18
5585,1,86,Facial,"First time trying, was okay.",2024-02-28
5586,2,117,Massage,Very convenient.,2024-02-05
5587,16,469,Wellness Package,Highly recommend the wellness package.,2024-02-25
5588,1,84,Facial,The pro was late.,2023-12-11
5589,1,158,Yoga Session,"First time trying, was okay.",2024-02-28
5590,1,194,Yoga Session,Easy to book.,2024-02-29
5591,2,129,Nail Care,Good value for money.,2024-01-28
5592,4,114,Nail Care,Very convenient.,2024-02-04
5593,1,196,Nail Care,"First time trying, was okay.",2024-03-01
5594,1,76,Nail Care,Not worth the price.,2023-12-31
5595,3,123,Nail Care,Great experience.,2024-01-21
5596,14,449,Wellness Package,Highly recommend the wellness package.,2024-02-26
5597,1,122,Yoga Session,Easy to book.,2024-02-26
5598,8,203,Wellness Package,Absolutely incredible service!,2024-02-23
5599,2,85,Facial,Not worth the price.,2023-12-10
5600,2,69,Facial,Not worth the price.,2023-12-10
5601,1,108,Nail Care,"First time trying, was okay.",2024-02-27
5602,4,84,Massage,Good value for money.,2024-02-13
5603,11,234,Wellness Package,Absolutely incredible service!,2024-02-21
5604,1,91,Facial,Too expensive for what it is.,2023-12-27
5605,4,132,Nail Care,Great experience.,2024-02-02
5606,1,100,Wellness Package,"First time trying, was okay.",2024-02-29
5607,1,157,Nail Care,"First time trying, was okay.",2024-02-26
5608,14,344,Massage,Absolutely incredible service!,2024-02-19
5609,14,269,Massage,Absolutely incredible service!,2024-02-22
5610,2,87,Nail Care,Not worth the price.,2023-12-12
5611,1,117,Wellness Package,Liked the service.,2024-03-01
5612,18,212,Wellness Package,Highly recommend the wellness package.,2024-02-22
5613,1,159,Facial,Easy to book.,2024-02-27
5614,10,304,Massage,Absolutely incredible service!,2024-02-21
5615,13,348,Massage,Highly recommend the wellness package.,2024-02-24
5616,1,77,Facial,Not worth the price.,2023-12-03
5617,1,136,Yoga Session,"First time trying, was okay.",2024-02-29
5618,5,143,Massage,Very convenient.,2024-01-13
5619,1,85,Wellness Package,Liked the service.,2024-02-29
5620,1,140,Yoga Session,Easy to book.,2024-02-28
5621,1,162,Nail Care,Liked the service.,2024-02-27
5622,1,167,Yoga Session,Liked the service.,2024-02-28
5623,11,441,Massage,Absolutely incredible service!,2024-02-25
5624,1,93,Nail Care,Liked the service.,2024-02-27
5625,3,124,Nail Care,Great experience.,2024-01-23
5626,12,246,Massage,Highly recommend the wellness package.,2024-02-26
5627,2,145,Facial,Great experience.,2024-01-12
5628,1,104,Nail Care,Liked the service.,2024-02-29
5629,5,122,Nail Care,Good value for money.,2024-01-10
5630,2,65,Facial,Too expensive for what it is.,2023-12-22
5631,9,305,Massage,Absolutely incredible service!,2024-02-19
5632,9,358,Wellness Package,Highly recommend the wellness package.,2024-02-21
5633,1,97,Yoga Session,Liked the service.,2024-02-26
5634,1,196,Wellness Package,Liked the service.,2024-03-01
5635,1,75,Facial,The pro was late.,2023-12-25
5636,2,57,Facial,The pro was late.,2023-12-26
5637,2,75,Facial,The pro was late.,2024-01-01
5638,11,353,Massage,Best home service ever.,2024-02-20
5639,9,438,Massage,Absolutely incredible service!,2024-02-24
5640,8,249,Massage,Best home service ever.,2024-02-20
5641,2,135,Massage,Good value for money.,2024-01-27
5642,2,66,Facial,Too expensive for what it is.,2023-12-31
5643,3,110,Nail Care,Good value for money.,2024-02-13
5644,2,84,Nail Care,The pro was late.,2023-12-09
5645,1,189,Nail Care,Easy to book.,2024-02-29
5646,1,71,Facial,The pro was late.,2023-12-29
5647,13,342,Massage,Highly recommend the wellness package.,2024-02-29
5648,1,97,Facial,Not worth the price.,2023-12-28
5649,1,198,Yoga Session,Liked the service.,2024-02-28
5650,3,147,Nail Care,Good value for money.,2024-01-15
5651,15,453,Massage,Highly recommend the wellness package.,2024-02-29
5652,1,160,Massage,Easy to book.,2024-02-28
5653,11,248,Wellness Package,Highly recommend the wellness package.,2024-02-18
5654,5,147,Massage,Very convenient.,2024-01-05
5655,2,81,Nail Care,Great experience.,2024-01-26
5656,8,219,Wellness Package,Absolutely incredible service!,2024-02-17
5657,15,438,Massage,Absolutely incredible service!,2024-02-20
5658,1,73,Nail Care,Not worth the price.,2023-12-31
5659,11,316,Massage,Absolutely incredible service!,2024-02-29
5660,1,91,Facial,Not worth the price.,2023-12-07
5661,1,75,Nail Care,Too expensive for what it is.,2023-12-15
5662,2,58,Nail Care,The pro was late.,2024-01-01
5663,8,245,Wellness Package,Highly recommend the wellness package.,2024-02-26
5664,9,377,Wellness Package,Absolutely incredible service!,2024-02-17
5665,4,86,Facial,Good value for money.,2024-01-11
5666,4,112,Nail Care,Very convenient.,2024-01-31
5667,9,465,Wellness Package,Best home service ever.,2024-02-21
5668,2,80,Facial,Not worth the price.,2023-12-26
5669,2,80,Facial,Too expensive for what it is.,2023-12-28
5670,2,82,Nail Care,Too expensive for what it is.,2023-12-16
5671,5,147,Massage,Good value for money.,2024-01-03
5672,1,164,Massage,Easy to book.,2024-02-26
5673,11,421,Wellness Package,Highly recommend the wellness package.,2024-02-22
5674,1,149,Massage,Liked the service.,2024-03-01
5675,2,56,Facial,Not worth the price.,2023-12-12
5676,1,59,Facial,Not worth the price.,2023-12-14
5677,4,142,Facial,Very convenient.,2024-02-02
5678,2,68,Facial,Not worth the price.,2023-12-04
5679,2,111,Facial,Good value for money.,2024-02-03
5680,4,127,Nail Care,Very convenient.,2024-01-30
5681,13,304,Wellness Package,Highly recommend the wellness package.,2024-02-27
5682,1,161,Facial,"First time trying, was okay.",2024-02-26
5683,1,186,Facial,Liked the service.,2024-02-26
5684,1,195,Wellness Package,Easy to book.,2024-03-01
5685,19,456,Massage,Highly recommend the wellness package.,2024-02-22
5686,5,139,Nail Care,Good value for money.,2024-01-28
5687,9,436,Massage,Highly recommend the wellness package.,2024-02-23
5688,2,133,Massage,Great experience.,2024-02-01
5689,3,86,Massage,Great experience.,2024-01-09
5690,1,186,Yoga Session,"First time trying, was okay.",2024-03-01
5691,17,381,Massage,Absolutely incredible service!,2024-02-25
5692,1,132,Yoga Session,Liked the service.,2024-03-01
5693,2,84,Nail Care,Too expensive for what it is.,2023-12-14
5694,5,134,Massage,Very convenient.,2024-01-14
5695,16,466,Wellness Package,Highly recommend the wellness package.,2024-02-19
5696,1,187,Massage,Liked the service.,2024-02-29
5697,19,247,Massage,Best home service ever.,2024-02-26
5698,3,135,Nail Care,Great experience.,2024-01-25
5699,18,294,Wellness Package,Absolutely incredible service!,2024-02-18
5700,8,492,Wellness Package,Absolutely incredible service!,2024-02-23
5701,9,261,Massage,Highly recommend the wellness package.,2024-02-21
5702,5,137,Facial,Very convenient.,2024-01-22
5703,1,70,Nail Care,The pro was late.,2023-12-10
5704,1,168,Yoga Session,Liked the service.,2024-03-01
5705,8,208,Wellness Package,Highly recommend the wellness package.,2024-02-25
5706,5,84,Facial,Very convenient.,2024-02-12
5707,10,355,Massage,Absolutely incredible service!,2024-02-26
5708,1,139,Wellness Package,"First time trying, was okay.",2024-02-28
5709,10,335,Wellness Package,Absolutely incredible service!,2024-02-18
5710,2,138,Facial,Very convenient.,2024-02-06
5711,1,137,Wellness Package,Liked the service.,2024-02-27
5712,2,56,Nail Care,Too expensive for what it is.,2023-12-29
5713,5,111,Massage,Very convenient.,2024-01-11
5714,2,88,Facial,Not worth the price.,2023-12-28
5715,18,340,Massage,Absolutely incredible service!,2024-02-24
5716,4,110,Nail Care,Very convenient.,2024-01-30
5717,1,132,Massage,Easy to book.,2024-03-01
5718,3,134,Massage,Great experience.,2024-01-08
5719,4,126,Nail Care,Good value for money.,2024-01-20
5720,1,72,Facial,The pro was late.,2023-12-28
5721,2,77,Facial,Too expensive for what it is.,2023-12-22
5722,1,120,Facial,Liked the service.,2024-03-01
5723,1,142,Nail Care,"First time trying, was okay.",2024-02-26
5724,1,111,Wellness Package,Liked the service.,2024-02-27
5725,4,129,Massage,Very convenient.,2024-02-07
5726,1,109,Wellness Package,Liked the service.,2024-02-27
5727,1,72,Facial,Not worth the price.,2023-12-11
5728,1,92,Nail Care,The pro was late.,2023-12-08
5729,4,129,Massage,Great experience.,2024-02-14
5730,16,280,Wellness Package,Highly recommend the wellness package.,2024-02-20
5731,1,54,Nail Care,Not worth the price.,2023-12-03
5732,9,333,Massage,Best home service ever.,2024-02-19
5733,17,367,Wellness Package,Highly recommend the wellness package.,2024-02-16
5734,5,136,Massage,Very convenient.,2024-01-03
5735,1,136,Yoga Session,"First time trying, was okay.",2024-03-01
5736,3,88,Facial,Very convenient.,2024-02-10
5737,8,357,Massage,Highly recommend the wellness package.,2024-02-29
5738,1,148,Yoga Session,Liked the service.,2024-02-29
5739,2,69,Facial,Too expensive for what it is.,2023-12-18
5740,3,117,Facial,Very convenient.,2024-01-22
5741,4,133,Massage,Great experience.,2024-02-06
5742,3,106,Nail Care,Good value for money.,2024-01-12
5743,3,115,Massage,Good value for money.,2024-01-20
5744,16,396,Wellness Package,Absolutely incredible service!,2024-02-23
5745,12,427,Massage,Highly recommend the wellness package.,2024-02-24
5746,13,290,Massage,Absolutely incredible service!,2024-02-21
5747,1,73,Facial,"First time trying, was okay.",2024-02-27
5748,1,97,Facial,The pro was late.,2023-12-23
5749,5,144,Nail Care,Great experience.,2024-01-27
5750,1,52,Nail Care,The pro was late.,2023-12-30
5751,2,95,Massage,Very convenient.,2024-01-25
5752,1,189,Massage,Liked the service.,2024-02-28
5753,8,421,Wellness Package,Highly recommend the wellness package.,2024-02-24
5754,1,124,Facial,Liked the service.,2024-02-26
5755,8,473,Wellness Package,Absolutely incredible service!,2024-02-20
5756,10,482,Massage,Absolutely incredible service!,2024-02-20
5757,1,62,Nail Care,Not worth the price.,2023-12-23
5758,13,432,Massage,Absolutely incredible service!,2024-02-21
5759,2,50,Nail Care,The pro was late.,2023-12-14
5760,4,136,Nail Care,Great experience.,2024-01-06
5761,1,143,Yoga Session,Liked the service.,2024-02-27
5762,13,257,Massage,Best home service ever.,2024-02-18
5763,2,74,Nail Care,The pro was late.,2023-12-17
5764,14,318,Wellness Package,Best home service ever.,2024-02-19
5765,9,392,Wellness Package,Highly recommend the wellness package.,2024-02-21
5766,2,99,Facial,Too expensive for what it is.,2023-12-29
5767,1,125,Facial,"First time trying, was okay.",2024-02-28
5768,2,80,Facial,The pro was late.,2023-12-10
5769,1,97,Nail Care,"First time trying, was okay.",2024-02-26
5770,14,253,Wellness Package,Highly recommend the wellness package.,2024-03-01
5771,1,123,Massage,"First time trying, was okay.",2024-02-29
5772,3,91,Massage,Very convenient.,2024-01-05
5773,3,116,Massage,Very convenient.,2024-02-15
5774,5,105,Nail Care,Good value for money.,2024-02-14
5775,5,142,Facial,Good value for money.,2024-02-02
5776,10,201,Massage,Best home service ever.,2024-02-23
5777,2,149,Nail Care,Great experience.,2024-01-11
5778,2,93,Nail Care,Too expensive for what it is.,2023-12-13
5779,1,188,Massage,Easy to book.,2024-02-28
5780,12,267,Wellness Package,Best home service ever.,2024-03-01
5781,5,99,Nail Care,Great experience.,2024-01-12
5782,3,97,Massage,Very convenient.,2024-02-08
5783,1,64,Nail Care,Not worth the price.,2023-12-08
5784,1,114,Wellness Package,Easy to book.,2024-02-27
5785,3,114,Facial,Great experience.,2024-02-09
5786,11,247,Wellness Package,Best home service ever.,2024-02-29
5787,5,105,Nail Care,Very convenient.,2024-01-18
5788,1,50,Facial,Too expensive for what it is.,2023-12-08
5789,1,61,Facial,The pro was late.,2023-12-19
5790,1,87,Facial,Not worth the price.,2023-12-21
5791,1,115,Facial,"First time trying, was okay.",2024-02-26
5792,18,224,Massage,Highly recommend the wellness package.,2024-02-18
5793,2,70,Nail Care,The pro was late.,2023-12-24
5794,11,375,Massage,Absolutely incredible service!,2024-02-17
5795,1,103,Massage,Easy to book.,2024-02-29
5796,10,265,Massage,Best home service ever.,2024-02-29
5797,1,123,Wellness Package,Liked the service.,2024-02-26
5798,19,284,Massage,Best home service ever.,2024-02-28
5799,2,59,Facial,Not worth the price.,2023-12-10
5800,8,405,Wellness Package,Absolutely incredible service!,2024-02-19
5801,1,170,Wellness Package,Liked the service.,2024-02-29
5802,14,366,Wellness Package,Absolutely incredible service!,2024-02-29
5803,1,189,Yoga Session,"First time trying, was okay.",2024-02-29
5804,1,184,Yoga Session,Liked the service.,2024-02-28
5805,12,297,Massage,Best home service ever.,2024-02-25
5806,4,80,Nail Care,Great experience.,2024-01-18
5807,2,59,Nail Care,The pro was late.,2023-12-29
5808,5,111,Facial,Good value for money.,2024-01-24
5809,1,96,Nail Care,Not worth the price.,2023-12-24
5810,3,142,Nail Care,Great experience.,2024-01-03
5811,1,179,Massage,Easy to book.,2024-02-26
5812,2,80,Nail Care,Too expensive for what it is.,2023-12-08
5813,2,69,Facial,Too expensive for what it is.,2023-12-28
5814,1,190,Yoga Session,Liked the service.,2024-02-26
5815,4,92,Facial,Good value for money.,2024-01-17
5816,12,204,Massage,Highly recommend the wellness package.,2024-02-24
5817,4,141,Nail Care,Good value for money.,2024-02-15
5818,18,344,Wellness Package,Best home service ever.,2024-02-28
5819,11,274,Wellness Package,Highly recommend the wellness package.,2024-02-26
5820,1,175,Facial,Liked the service.,2024-02-28
5821,1,149,Yoga Session,"First time trying, was okay.",2024-02-26
5822,1,184,Yoga Session,Easy to book.,2024-02-28
5823,4,135,Nail Care,Very convenient.,2024-01-12
5824,1,194,Facial,"First time trying, was okay.",2024-02-27
5825,1,151,Nail Care,Easy to book.,2024-02-26
5826,3,107,Facial,Very convenient.,2024-02-04
5827,5,116,Facial,Great experience.,2024-01-14
5828,2,133,Massage,Great experience.,2024-01-15
5829,12,440,Massage,Highly recommend the wellness package.,2024-02-26
5830,1,172,Massage,Easy to book.,2024-02-26
5831,8,259,Wellness Package,Best home service ever.,2024-02-26
5832,1,87,Nail Care,The pro was late.,2023-12-29
5833,5,112,Facial,Good value for money.,2024-01-14
5834,4,89,Facial,Very convenient.,2024-01-25
5835,2,91,Nail Care,Not worth the price.,2023-12-16
5836,5,136,Massage,Very convenient.,2024-01-22
5837,18,470,Massage,Best home service ever.,2024-02-23
5838,1,59,Facial,Not worth the price.,2023-12-11
5839,1,82,Facial,Too expensive for what it is.,2023-12-22
5840,18,461,Massage,Best home service ever.,2024-02-26
5841,19,487,Wellness Package,Absolutely incredible service!,2024-02-18
5842,1,62,Facial,Not worth the price.,2023-12-23
5843,4,92,Facial,Great experience.,2024-01-13
5844,1,71,Facial,Too expensive for what it is.,2023-12-22
5845,1,62,Nail Care,Too expensive for what it is.,2023-12-10
5846,1,58,Facial,The pro was late.,2023-12-07
5847,2,89,Nail Care,Good value for money.,2024-01-26
5848,1,198,Wellness Package,Liked the service.,2024-02-28
5849,4,114,Massage,Good value for money.,2024-01-31
5850,1,96,Wellness Package,Liked the service.,2024-02-29
5851,1,68,Nail Care,Too expensive for what it is.,2023-12-05
5852,1,174,Massage,Easy to book.,2024-02-27
5853,1,146,Facial,"First time trying, was okay.",2024-02-29
5854,1,85,Yoga Session,"First time trying, was okay.",2024-02-26
5855,1,99,Nail Care,Too expensive for what it is.,2023-12-28
5856,2,78,Nail Care,Not worth the price.,2023-12-29
5857,4,90,Massage,Great experience.,2024-01-30
5858,2,83,Facial,Not worth the price.,2023-12-27
5859,1,174,Yoga Session,"First time trying, was okay.",2024-02-26
5860,1,182,Wellness Package,Easy to book.,2024-02-29
5861,9,299,Massage,Best home service ever.,2024-02-24
5862,16,370,Massage,Absolutely incredible service!,2024-02-23
5863,15,326,Wellness Package,Absolutely incredible service!,2024-02-23
5864,1,190,Facial,"First time trying, was okay.",2024-02-28
5865,1,84,Nail Care,Not worth the price.,2023-12-17
5866,10,227,Massage,Absolutely incredible service!,2024-02-28
5867,2,96,Nail Care,Not worth the price.,2023-12-04
5868,18,456,Massage,Best home service ever.,2024-03-01
5869,1,72,Nail Care,Not worth the price.,2023-12-30
5870,1,86,Nail Care,Easy to book.,2024-02-28
5871,10,432,Massage,Highly recommend the wellness package.,2024-03-01
5872,2,90,Facial,The pro was late.,2023-12-26
5873,12,458,Massage,Best home service ever.,2024-02-19
5874,4,99,Facial,Good value for money.,2024-01-27
5875,2,76,Nail Care,Too expensive for what it is.,2023-12-05
5876,13,222,Wellness Package,Highly recommend the wellness package.,2024-02-17
5877,3,110,Massage,Great experience.,2024-01-18
5878,1,161,Yoga Session,Easy to book.,2024-02-29
5879,17,349,Massage,Highly recommend the wellness package.,2024-02-26
5880,12,445,Wellness Package,Highly recommend the wellness package.,2024-03-01
5881,2,84,Nail Care,Not worth the price.,2023-12-29
5882,1,157,Massage,Liked the service.,2024-02-27
5883,1,64,Facial,Too expensive for what it is.,2024-01-01
5884,1,74,Nail Care,The pro was late.,2023-12-27
5885,3,129,Facial,Very convenient.,2024-01-08
5886,1,75,Wellness Package,Easy to book.,2024-03-01
5887,2,54,Nail Care,Not worth the price.,2023-12-20
5888,2,82,Nail Care,Good value for money.,2024-01-30
5889,1,188,Wellness Package,"First time trying, was okay.",2024-02-27
5890,1,90,Facial,"First time trying, was okay.",2024-02-26
5891,2,64,Nail Care,Too expensive for what it is.,2023-12-17
5892,12,364,Wellness Package,Best home service ever.,2024-02-24
5893,18,217,Massage,Highly recommend the wellness package.,2024-02-24
5894,1,110,Massage,"First time trying, was okay.",2024-03-01
5895,5,137,Massage,Good value for money.,2024-01-02
5896,2,148,Facial,Great experience.,2024-02-07
5897,16,219,Wellness Package,Best home service ever.,2024-02-18
5898,18,454,Massage,Best home service ever.,2024-02-28
5899,2,82,Nail Care,Too expensive for what it is.,2023-12-18
5900,1,99,Nail Care,"First time trying, was okay.",2024-02-26
5901,1,78,Nail Care,Too expensive for what it is.,2023-12-28
5902,5,106,Massage,Very convenient.,2024-01-27
5903,1,64,Facial,Not worth the price.,2023-12-23
5904,2,61,Nail Care,Too expensive for what it is.,2023-12-03
5905,3,108,Massage,Very convenient.,2024-02-11
5906,5,146,Massage,Good value for money.,2024-01-27
5907,1,122,Wellness Package,Liked the service.,2024-03-01
5908,12,493,Wellness Package,Highly recommend the wellness package.,2024-02-16
5909,2,102,Massage,Great experience.,2024-01-16
5910,15,455,Wellness Package,Absolutely incredible service!,2024-02-25
5911,1,95,Facial,Too expensive for what it is.,2023-12-27
5912,10,398,Massage,Highly recommend the wellness package.,2024-03-01
5913,5,96,Facial,Good value for money.,2024-02-09
5914,1,128,Facial,Easy to book.,2024-02-27
5915,1,136,Facial,"First time trying, was okay.",2024-02-26
5916,1,199,Facial,"First time trying, was okay.",2024-02-29
5917,1,153,Massage,Liked the service.,2024-02-26
5918,2,78,Nail Care,Not worth the price.,2023-12-31
5919,1,129,Massage,Easy to book.,2024-02-29
5920,2,51,Facial,Not worth the price.,2023-12-31
5921,1,70,Nail Care,Not worth the price.,2023-12-27
5922,1,88,Nail Care,The pro was late.,2023-12-16
5923,2,116,Massage,Very convenient.,2024-02-05
5924,11,288,Wellness Package,Best home service ever.,2024-02-18
5925,2,63,Nail Care,The pro was late.,2023-12-12
5926,1,89,Nail Care,The pro was late.,2023-12-09
5927,19,288,Wellness Package,Best home service ever.,2024-02-23
5928,4,117,Facial,Great experience.,2024-01-22
5929,1,88,Yoga Session,Liked the service.,2024-03-01
5930,3,114,Nail Care,Good value for money.,2024-01-29
5931,2,123,Nail Care,Good value for money.,2024-01-11
5932,11,294,Wellness Package,Highly recommend the wellness package.,2024-03-01
5933,5,128,Massage,Great experience.,2024-01-29
5934,4,132,Facial,Very convenient.,2024-01-03
5935,4,124,Nail Care,Good value for money.,2024-01-08
5936,1,61,Nail Care,The pro was late.,2023-12-25
5937,1,171,Massage,Liked the service.,2024-02-27
5938,17,312,Massage,Best home service ever.,2024-03-01
5939,2,52,Facial,Not worth the price.,2023-12-10
5940,16,312,Wellness Package,Absolutely incredible service!,2024-02-21
5941,2,89,Facial,Great experience.,2024-01-29
5942,4,103,Massage,Great experience.,2024-01-20
5943,1,139,Massage,Liked the service.,2024-02-26
5944,1,193,Facial,"First time trying, was okay.",2024-02-28
5945,2,95,Nail Care,Too expensive for what it is.,2023-12-13
5946,1,51,Facial,Too expensive for what it is.,2023-12-25
5947,9,320,Wellness Package,Best home service ever.,2024-02-23
5948,3,124,Nail Care,Good value for money.,2024-02-09
5949,18,396,Massage,Best home service ever.,2024-02-20
5950,5,107,Facial,Very convenient.,2024-01-23
5951,1,63,Facial,Too expensive for what it is.,2023-12-06
5952,1,190,Facial,Easy to book.,2024-02-29
5953,3,89,Massage,Great experience.,2024-01-14
5954,2,99,Nail Care,Very convenient.,2024-01-05
5955,2,58,Nail Care,Not worth the price.,2023-12-16
5956,16,485,Wellness Package,Highly recommend the wellness package.,2024-02-19
5957,2,88,Nail Care,The pro was late.,2023-12-23
5958,1,113,Facial,"First time trying, was okay.",2024-02-27
5959,1,132,Wellness Package,Easy to book.,2024-02-26
5960,4,113,Massage,Great experience.,2024-02-13
5961,1,72,Nail Care,The pro was late.,2023-12-31
5962,8,448,Massage,Highly recommend the wellness package.,2024-02-27
5963,2,54,Nail Care,Not worth the price.,2023-12-21
5964,1,146,Wellness Package,"First time trying, was okay.",2024-02-27
5965,4,142,Facial,Good value for money.,2024-01-28
5966,4,124,Massage,Great experience.,2024-01-31
5967,4,127,Nail Care,Great experience.,2024-02-13
5968,15,499,Massage,Absolutely incredible service!,2024-02-18
5969,2,94,Nail Care,Not worth the price.,2023-12-09
5970,13,365,Massage,Highly recommend the wellness package.,2024-02-16
5971,1,83,Facial,The pro was late.,2023-12-27
5972,1,98,Facial,Not worth the price.,2023-12-19
5973,2,79,Facial,Too expensive for what it is.,2023-12-12
5974,2,89,Facial,Not worth the price.,2023-12-16
5975,10,281,Massage,Best home service ever.,2024-02-28
5976,3,115,Facial,Very convenient.,2024-01-14
5977,3,108,Massage,Great experience.,2024-01-30
5978,2,109,Facial,Great experience.,2024-01-11
5979,1,161,Massage,"First time trying, was okay.",2024-02-28
5980,15,461,Massage,Highly recommend the wellness package.,2024-02-28
5981,5,136,Massage,Good value for money.,2024-01-07
5982,1,81,Facial,Too expensive for what it is.,2023-12-14
5983,14,360,Wellness Package,Highly recommend the wellness package.,2024-02-29
5984,3,125,Facial,Good value for money.,2024-01-04
5985,1,185,Nail Care,"First time trying, was okay.",2024-02-28
5986,14,443,Massage,Best home service ever.,2024-02-26
5987,10,296,Massage,Best home service ever.,2024-02-17
5988,1,88,Facial,Not worth the price.,2023-12-09
5989,2,108,Nail Care,Great experience.,2024-02-12
5990,1,98,Massage,"First time trying, was okay.",2024-02-27
